stock,date,price
AAPL,30-06-2016,95.6
AAPL,01-07-2016,95.89
AAPL,05-07-2016,94.99
AAPL,06-07-2016,95.53
AAPL,07-07-2016,95.94
AAPL,08-07-2016,96.68
AAPL,11-07-2016,96.98
AAPL,12-07-2016,97.42
AAPL,13-07-2016,96.87
AAPL,14-07-2016,98.79
AAPL,15-07-2016,98.78
AAPL,18-07-2016,99.83
AAPL,19-07-2016,99.87
AAPL,20-07-2016,99.96
AAPL,21-07-2016,99.43
AAPL,22-07-2016,98.66
AAPL,25-07-2016,97.34
AAPL,26-07-2016,96.67
AAPL,27-07-2016,102.95
AAPL,28-07-2016,104.34
AAPL,29-07-2016,104.21
AAPL,01-08-2016,106.05
AAPL,02-08-2016,104.48
AAPL,03-08-2016,105.79
AAPL,04-08-2016,105.87
AAPL,05-08-2016,107.48
AAPL,08-08-2016,108.37
AAPL,09-08-2016,108.81
AAPL,10-08-2016,108
AAPL,11-08-2016,107.93
AAPL,12-08-2016,108.18
AAPL,15-08-2016,109.48
AAPL,16-08-2016,109.38
AAPL,17-08-2016,109.22
AAPL,18-08-2016,109.08
AAPL,19-08-2016,109.36
AAPL,22-08-2016,108.51
AAPL,23-08-2016,108.85
AAPL,24-08-2016,108.03
AAPL,25-08-2016,107.57
AAPL,26-08-2016,106.94
AAPL,29-08-2016,106.82
AAPL,30-08-2016,106
AAPL,31-08-2016,106.1
AAPL,01-09-2016,106.73
AAPL,02-09-2016,107.73
AAPL,06-09-2016,107.7
AAPL,07-09-2016,108.36
AAPL,08-09-2016,105.52
AAPL,09-09-2016,103.13
AAPL,12-09-2016,105.44
AAPL,13-09-2016,107.95
AAPL,14-09-2016,111.77
AAPL,15-09-2016,115.57
AAPL,16-09-2016,114.92
AAPL,19-09-2016,113.58
AAPL,20-09-2016,113.57
AAPL,21-09-2016,113.55
AAPL,22-09-2016,114.62
AAPL,23-09-2016,112.71
AAPL,26-09-2016,112.88
AAPL,27-09-2016,113.09
AAPL,28-09-2016,113.95
AAPL,29-09-2016,112.18
AAPL,30-09-2016,113.05
AAPL,03-10-2016,112.52
AAPL,04-10-2016,113
AAPL,05-10-2016,113.05
AAPL,06-10-2016,113.89
AAPL,07-10-2016,114.06
AAPL,10-10-2016,116.05
AAPL,11-10-2016,116.3
AAPL,12-10-2016,117.34
AAPL,13-10-2016,116.98
AAPL,14-10-2016,117.63
AAPL,17-10-2016,117.55
AAPL,18-10-2016,117.47
AAPL,19-10-2016,117.12
AAPL,20-10-2016,117.06
AAPL,21-10-2016,116.6
AAPL,24-10-2016,117.65
AAPL,25-10-2016,118.25
AAPL,26-10-2016,115.59
AAPL,27-10-2016,114.48
AAPL,28-10-2016,113.72
AAPL,31-10-2016,113.54
AAPL,01-11-2016,111.49
AAPL,02-11-2016,111.59
AAPL,03-11-2016,109.83
AAPL,04-11-2016,108.84
AAPL,07-11-2016,110.41
AAPL,08-11-2016,111.06
AAPL,09-11-2016,110.88
AAPL,10-11-2016,107.79
AAPL,11-11-2016,108.43
AAPL,14-11-2016,105.71
AAPL,15-11-2016,107.11
AAPL,16-11-2016,109.99
AAPL,17-11-2016,109.95
AAPL,18-11-2016,110.06
AAPL,21-11-2016,111.73
AAPL,22-11-2016,111.8
AAPL,23-11-2016,111.23
AAPL,25-11-2016,111.79
AAPL,28-11-2016,111.57
AAPL,29-11-2016,111.46
AAPL,30-11-2016,110.52
AAPL,01-12-2016,109.49
AAPL,02-12-2016,109.9
AAPL,05-12-2016,109.11
AAPL,06-12-2016,109.95
AAPL,07-12-2016,111.03
AAPL,08-12-2016,112.12
AAPL,09-12-2016,113.95
AAPL,12-12-2016,113.3
AAPL,13-12-2016,115.19
AAPL,14-12-2016,115.19
AAPL,15-12-2016,115.82
AAPL,16-12-2016,115.97
AAPL,19-12-2016,116.64
AAPL,20-12-2016,116.95
AAPL,21-12-2016,117.06
AAPL,22-12-2016,116.29
AAPL,23-12-2016,116.52
AAPL,27-12-2016,117.26
AAPL,28-12-2016,116.76
AAPL,29-12-2016,116.73
AAPL,30-12-2016,115.82
AAPL,03-01-2017,116.15
AAPL,04-01-2017,116.02
AAPL,05-01-2017,116.61
AAPL,06-01-2017,117.91
AAPL,09-01-2017,118.99
AAPL,10-01-2017,119.11
AAPL,11-01-2017,119.75
AAPL,12-01-2017,119.25
AAPL,13-01-2017,119.04
AAPL,17-01-2017,120
AAPL,18-01-2017,119.99
AAPL,19-01-2017,119.78
AAPL,20-01-2017,120
AAPL,23-01-2017,120.08
AAPL,24-01-2017,119.97
AAPL,25-01-2017,121.88
AAPL,26-01-2017,121.94
AAPL,27-01-2017,121.95
AAPL,30-01-2017,121.63
AAPL,31-01-2017,121.35
AAPL,01-02-2017,128.75
AAPL,02-02-2017,128.53
AAPL,03-02-2017,129.08
AAPL,06-02-2017,130.29
AAPL,07-02-2017,131.53
AAPL,08-02-2017,132.04
AAPL,09-02-2017,132.42
AAPL,10-02-2017,132.12
AAPL,13-02-2017,133.29
AAPL,14-02-2017,135.02
AAPL,15-02-2017,135.51
AAPL,16-02-2017,135.345
AAPL,17-02-2017,135.72
AAPL,21-02-2017,136.7
AAPL,22-02-2017,137.11
AAPL,23-02-2017,136.53
AAPL,24-02-2017,136.66
AAPL,27-02-2017,136.93
AAPL,28-02-2017,136.99
AAPL,01-03-2017,139.79
AAPL,02-03-2017,138.96
AAPL,03-03-2017,139.78
AAPL,06-03-2017,139.34
AAPL,07-03-2017,139.52
AAPL,08-03-2017,139
AAPL,09-03-2017,138.68
AAPL,10-03-2017,139.14
AAPL,13-03-2017,139.2
AAPL,14-03-2017,138.99
AAPL,15-03-2017,140.46
AAPL,16-03-2017,140.69
AAPL,17-03-2017,139.99
AAPL,20-03-2017,141.46
AAPL,21-03-2017,139.84
AAPL,22-03-2017,141.42
AAPL,23-03-2017,140.92
AAPL,24-03-2017,140.64
AAPL,27-03-2017,140.88
AAPL,28-03-2017,143.8
AAPL,29-03-2017,144.12
AAPL,30-03-2017,143.93
AAPL,31-03-2017,143.66
AAPL,03-04-2017,143.7
AAPL,04-04-2017,144.77
AAPL,05-04-2017,144.02
AAPL,06-04-2017,143.66
AAPL,07-04-2017,143.34
AAPL,10-04-2017,143.17
AAPL,11-04-2017,141.63
AAPL,12-04-2017,141.8
AAPL,13-04-2017,141.05
AAPL,17-04-2017,141.83
AAPL,18-04-2017,141.2
AAPL,19-04-2017,140.68
AAPL,20-04-2017,142.44
AAPL,21-04-2017,142.27
AAPL,24-04-2017,143.64
AAPL,25-04-2017,144.53
AAPL,26-04-2017,143.68
AAPL,27-04-2017,143.79
AAPL,28-04-2017,143.65
AAPL,01-05-2017,146.58
AAPL,02-05-2017,147.51
AAPL,03-05-2017,147.06
AAPL,04-05-2017,146.53
AAPL,05-05-2017,148.96
AAPL,08-05-2017,153.01
AAPL,09-05-2017,153.99
AAPL,10-05-2017,153.26
AAPL,11-05-2017,153.95
AAPL,12-05-2017,156.1
AAPL,15-05-2017,155.7
AAPL,16-05-2017,155.47
AAPL,17-05-2017,150.25
AAPL,18-05-2017,152.54
AAPL,19-05-2017,153.06
AAPL,22-05-2017,153.99
AAPL,23-05-2017,153.8
AAPL,24-05-2017,153.34
AAPL,25-05-2017,153.87
AAPL,26-05-2017,153.61
AAPL,30-05-2017,153.67
AAPL,31-05-2017,152.76
AAPL,01-06-2017,153.18
AAPL,02-06-2017,155.45
AAPL,05-06-2017,153.93
AAPL,06-06-2017,154.45
AAPL,07-06-2017,155.37
AAPL,08-06-2017,154.99
AAPL,09-06-2017,148.98
AAPL,12-06-2017,145.42
AAPL,13-06-2017,146.59
AAPL,14-06-2017,145.16
AAPL,15-06-2017,144.29
AAPL,16-06-2017,142.27
AAPL,19-06-2017,146.34
AAPL,20-06-2017,145.01
AAPL,21-06-2017,145.87
AAPL,22-06-2017,145.63
AAPL,23-06-2017,146.28
AAPL,26-06-2017,145.82
AAPL,27-06-2017,143.73
AAPL,28-06-2017,145.83
AAPL,29-06-2017,143.68
AAPL,30-06-2017,144.02
AAPL,03-07-2017,143.5
AAPL,05-07-2017,144.09
AAPL,06-07-2017,142.73
AAPL,07-07-2017,144.18
AAPL,10-07-2017,145.06
AAPL,11-07-2017,145.53
AAPL,12-07-2017,145.74
AAPL,13-07-2017,147.77
AAPL,14-07-2017,149.04
AAPL,17-07-2017,149.56
AAPL,18-07-2017,150.08
AAPL,19-07-2017,151.02
AAPL,20-07-2017,150.34
AAPL,21-07-2017,150.27
AAPL,24-07-2017,152.09
AAPL,25-07-2017,152.74
AAPL,26-07-2017,153.46
AAPL,27-07-2017,150.56
AAPL,28-07-2017,149.5
AAPL,31-07-2017,148.73
AAPL,01-08-2017,158.59
AAPL,02-08-2017,157.14
AAPL,03-08-2017,155.57
AAPL,04-08-2017,156.39
AAPL,07-08-2017,158.81
AAPL,08-08-2017,160.08
AAPL,09-08-2017,161.06
AAPL,10-08-2017,155.32
AAPL,11-08-2017,157.48
AAPL,14-08-2017,159.85
AAPL,15-08-2017,161.6
AAPL,16-08-2017,160.95
AAPL,17-08-2017,157.86
AAPL,18-08-2017,157.5
AAPL,21-08-2017,157.21
AAPL,22-08-2017,159.78
AAPL,23-08-2017,159.98
AAPL,24-08-2017,159.27
AAPL,25-08-2017,159.86
AAPL,28-08-2017,161.47
AAPL,29-08-2017,162.91
AAPL,30-08-2017,163.35
AAPL,31-08-2017,164
AAPL,01-09-2017,164.05
AAPL,05-09-2017,162.08
AAPL,06-09-2017,161.91
AAPL,07-09-2017,161.26
AAPL,08-09-2017,158.63
AAPL,11-09-2017,161.5
AAPL,12-09-2017,160.86
AAPL,13-09-2017,159.65
AAPL,14-09-2017,158.28
AAPL,15-09-2017,159.88
AAPL,18-09-2017,158.67
AAPL,19-09-2017,158.73
AAPL,20-09-2017,156.07
AAPL,21-09-2017,153.39
AAPL,22-09-2017,151.89
AAPL,25-09-2017,150.55
AAPL,26-09-2017,153.14
AAPL,27-09-2017,154.23
AAPL,28-09-2017,153.28
AAPL,29-09-2017,154.12
AAPL,02-10-2017,153.81
AAPL,03-10-2017,154.48
AAPL,04-10-2017,153.48
AAPL,05-10-2017,155.39
AAPL,06-10-2017,155.3
AAPL,09-10-2017,155.84
AAPL,10-10-2017,155.9
AAPL,11-10-2017,156.55
AAPL,12-10-2017,156
AAPL,13-10-2017,156.99
AAPL,16-10-2017,159.88
AAPL,17-10-2017,160.47
AAPL,18-10-2017,159.76
AAPL,19-10-2017,155.98
AAPL,20-10-2017,156.25
AAPL,23-10-2017,156.17
AAPL,24-10-2017,157.1
AAPL,25-10-2017,156.41
AAPL,26-10-2017,157.41
AAPL,27-10-2017,163.05
AAPL,30-10-2017,166.72
AAPL,31-10-2017,169.04
AAPL,01-11-2017,166.89
AAPL,02-11-2017,168.11
AAPL,03-11-2017,172.5
AAPL,06-11-2017,174.25
AAPL,07-11-2017,174.81
AAPL,08-11-2017,176.24
AAPL,09-11-2017,175.88
AAPL,10-11-2017,174.67
AAPL,13-11-2017,173.97
AAPL,14-11-2017,171.34
AAPL,15-11-2017,169.08
AAPL,16-11-2017,171.1
AAPL,17-11-2017,170.15
AAPL,20-11-2017,169.98
AAPL,21-11-2017,173.14
AAPL,22-11-2017,174.96
AAPL,24-11-2017,174.97
AAPL,27-11-2017,174.09
AAPL,28-11-2017,173.07
AAPL,29-11-2017,169.48
AAPL,30-11-2017,171.85
AAPL,01-12-2017,171.05
AAPL,04-12-2017,169.8
AAPL,05-12-2017,169.64
AAPL,06-12-2017,169.01
AAPL,07-12-2017,169.32
AAPL,08-12-2017,169.37
AAPL,11-12-2017,172.67
AAPL,12-12-2017,171.7
AAPL,13-12-2017,172.27
AAPL,14-12-2017,172.22
AAPL,15-12-2017,173.97
AAPL,18-12-2017,176.42
AAPL,19-12-2017,174.54
AAPL,20-12-2017,174.35
AAPL,21-12-2017,175.01
AAPL,22-12-2017,175.01
AAPL,26-12-2017,170.57
AAPL,27-12-2017,170.6
AAPL,28-12-2017,171.08
AAPL,29-12-2017,169.23
AAPL,02-01-2018,172.26
AAPL,03-01-2018,172.23
AAPL,04-01-2018,173.03
AAPL,05-01-2018,175
AAPL,08-01-2018,174.35
AAPL,09-01-2018,174.33
AAPL,10-01-2018,174.29
AAPL,11-01-2018,175.28
AAPL,12-01-2018,177.09
AAPL,16-01-2018,176.19
AAPL,17-01-2018,179.1
AAPL,18-01-2018,179.26
AAPL,19-01-2018,178.46
AAPL,22-01-2018,177
AAPL,23-01-2018,177.04
AAPL,24-01-2018,174.22
AAPL,25-01-2018,171.11
AAPL,26-01-2018,171.51
AAPL,29-01-2018,167.96
AAPL,30-01-2018,166.97
AAPL,31-01-2018,167.43
AAPL,01-02-2018,167.78
AAPL,02-02-2018,160.5
AAPL,05-02-2018,156.49
AAPL,06-02-2018,163.03
AAPL,07-02-2018,159.54
SNI,08-02-2013,60.14
SNI,11-02-2013,61.01
SNI,12-02-2013,61.04
SNI,13-02-2013,62.04
SNI,14-02-2013,62.37
SNI,15-02-2013,62.16
SNI,19-02-2013,62.42
SNI,20-02-2013,61.93
SNI,21-02-2013,61.08
SNI,22-02-2013,62.56
SNI,25-02-2013,61.63
SNI,26-02-2013,61.15
SNI,27-02-2013,62.55
SNI,28-02-2013,63.05
SNI,01-03-2013,64.3
SNI,04-03-2013,64.76
SNI,05-03-2013,64.54
SNI,06-03-2013,63.9
SNI,07-03-2013,63.88
SNI,08-03-2013,64.34
SNI,11-03-2013,64.32
SNI,12-03-2013,64.21
SNI,13-03-2013,64.34
SNI,14-03-2013,64.52
SNI,15-03-2013,64.3
SNI,18-03-2013,64.99
SNI,19-03-2013,64.99
SNI,20-03-2013,65.38
SNI,21-03-2013,64.52
SNI,22-03-2013,64.81
SNI,25-03-2013,63.99
SNI,26-03-2013,64.13
SNI,27-03-2013,63.97
SNI,28-03-2013,64.34
SNI,01-04-2013,63.8
SNI,02-04-2013,63.97
SNI,03-04-2013,64.17
SNI,04-04-2013,65.27
SNI,05-04-2013,65.95
SNI,08-04-2013,66.89
SNI,09-04-2013,66.29
SNI,10-04-2013,67.26
SNI,11-04-2013,68.28
SNI,12-04-2013,68.1
SNI,15-04-2013,66.3
SNI,16-04-2013,67.56
SNI,17-04-2013,67.39
SNI,18-04-2013,66.54
SNI,19-04-2013,67.04
SNI,22-04-2013,67.49
SNI,23-04-2013,67.43
SNI,24-04-2013,66.59
SNI,25-04-2013,66.33
SNI,26-04-2013,66.66
SNI,29-04-2013,66.39
SNI,30-04-2013,66.58
SNI,01-05-2013,66.8
SNI,02-05-2013,68.73
SNI,03-05-2013,69.31
SNI,06-05-2013,68.78
SNI,07-05-2013,68.91
SNI,08-05-2013,69.1
SNI,09-05-2013,68.91
SNI,10-05-2013,68.99
SNI,13-05-2013,68.49
SNI,14-05-2013,68.14
SNI,15-05-2013,68.64
SNI,16-05-2013,68.32
SNI,17-05-2013,69.05
SNI,20-05-2013,68.29
SNI,21-05-2013,68.86
SNI,22-05-2013,67.88
SNI,23-05-2013,68.43
SNI,24-05-2013,68.8
SNI,28-05-2013,70.01
SNI,29-05-2013,68.73
SNI,30-05-2013,68.24
SNI,31-05-2013,67.36
SNI,03-06-2013,66.76
SNI,04-06-2013,67.1
SNI,05-06-2013,65.64
SNI,06-06-2013,65.6
SNI,07-06-2013,66.8
SNI,10-06-2013,66.13
SNI,11-06-2013,65.83
SNI,12-06-2013,64.4
SNI,13-06-2013,66.75
SNI,14-06-2013,66.55
SNI,17-06-2013,67.44
SNI,18-06-2013,67.93
SNI,19-06-2013,67.76
SNI,20-06-2013,66.25
SNI,21-06-2013,66.04
SNI,24-06-2013,65.07
SNI,25-06-2013,65.08
SNI,26-06-2013,65.41
SNI,27-06-2013,66.61
SNI,28-06-2013,66.76
SNI,01-07-2013,67.61
SNI,02-07-2013,68.23
SNI,03-07-2013,68.76
SNI,05-07-2013,69.85
SNI,08-07-2013,70.52
SNI,09-07-2013,70.82
SNI,10-07-2013,71
SNI,11-07-2013,72.02
SNI,12-07-2013,72.69
SNI,15-07-2013,73.06
SNI,16-07-2013,72.52
SNI,17-07-2013,71.51
SNI,18-07-2013,72.92
SNI,19-07-2013,72.29
SNI,22-07-2013,71.81
SNI,23-07-2013,71.99
SNI,24-07-2013,71.7
SNI,25-07-2013,72
SNI,26-07-2013,71.52
SNI,29-07-2013,71.33
SNI,30-07-2013,70.92
SNI,31-07-2013,70.77
SNI,01-08-2013,72.31
SNI,02-08-2013,72.98
SNI,05-08-2013,72.88
SNI,06-08-2013,73.22
SNI,07-08-2013,74.05
SNI,08-08-2013,74.29
SNI,09-08-2013,75.35
SNI,12-08-2013,75.76
SNI,13-08-2013,76.19
SNI,14-08-2013,75.36
SNI,15-08-2013,73.8
SNI,16-08-2013,74.77
SNI,19-08-2013,74.4
SNI,20-08-2013,75
SNI,21-08-2013,74.22
SNI,22-08-2013,75.01
SNI,23-08-2013,74.6
SNI,26-08-2013,74.59
SNI,27-08-2013,73.18
SNI,28-08-2013,73.17
SNI,29-08-2013,73.85
SNI,30-08-2013,73.53
SNI,03-09-2013,74.37
SNI,04-09-2013,74.5
SNI,05-09-2013,74.54
SNI,06-09-2013,75.38
SNI,09-09-2013,75.05
SNI,10-09-2013,74.94
SNI,11-09-2013,74.42
SNI,12-09-2013,74.07
SNI,13-09-2013,74.23
SNI,16-09-2013,75.55
SNI,17-09-2013,76.73
SNI,18-09-2013,78.18
SNI,19-09-2013,78.56
SNI,20-09-2013,77.75
SNI,23-09-2013,77.63
SNI,24-09-2013,76.98
SNI,25-09-2013,77.58
SNI,26-09-2013,78.27
SNI,27-09-2013,78.11
SNI,30-09-2013,78.11
SNI,01-10-2013,78.55
SNI,02-10-2013,78.03
SNI,03-10-2013,76.9
SNI,04-10-2013,77.67
SNI,07-10-2013,76.33
SNI,08-10-2013,75.07
SNI,09-10-2013,74.73
SNI,10-10-2013,76.95
SNI,11-10-2013,77.72
SNI,14-10-2013,78.32
SNI,15-10-2013,77.89
SNI,16-10-2013,78.29
SNI,17-10-2013,78.84
SNI,18-10-2013,79.15
SNI,21-10-2013,79.14
SNI,22-10-2013,80.54
SNI,23-10-2013,79.68
SNI,24-10-2013,79.97
SNI,25-10-2013,80.23
SNI,28-10-2013,80.63
SNI,29-10-2013,80.78
SNI,30-10-2013,80.1
SNI,31-10-2013,80.5
SNI,01-11-2013,79.72
SNI,04-11-2013,80.24
SNI,05-11-2013,80.12
SNI,06-11-2013,80.29
SNI,07-11-2013,76.16
SNI,08-11-2013,76.51
SNI,11-11-2013,75.71
SNI,12-11-2013,75.89
SNI,13-11-2013,76.6
SNI,14-11-2013,76.4
SNI,15-11-2013,75.46
SNI,18-11-2013,74.7
SNI,19-11-2013,74.8
SNI,20-11-2013,74.47
SNI,21-11-2013,75.04
SNI,22-11-2013,74.65
SNI,25-11-2013,74.26
SNI,26-11-2013,74.8
SNI,27-11-2013,74.77
SNI,29-11-2013,74.59
SNI,02-12-2013,73.97
SNI,03-12-2013,73.25
SNI,04-12-2013,72.66
SNI,05-12-2013,72.85
SNI,06-12-2013,73.99
SNI,09-12-2013,74.74
SNI,10-12-2013,75.25
SNI,11-12-2013,81
SNI,12-12-2013,80.33
SNI,13-12-2013,80.73
SNI,16-12-2013,81.47
SNI,17-12-2013,81.37
SNI,18-12-2013,82.91
SNI,19-12-2013,83.36
SNI,20-12-2013,83.69
SNI,23-12-2013,84.03
SNI,24-12-2013,84.24
SNI,26-12-2013,84.92
SNI,27-12-2013,84.66
SNI,30-12-2013,86.19
SNI,31-12-2013,86.41
SNI,02-01-2014,85.48
SNI,03-01-2014,84.98
SNI,06-01-2014,84.53
SNI,07-01-2014,84.56
SNI,08-01-2014,82.43
SNI,09-01-2014,82.43
SNI,10-01-2014,82.01
SNI,13-01-2014,76.31
SNI,14-01-2014,76.19
SNI,15-01-2014,76.07
SNI,16-01-2014,75.15
SNI,17-01-2014,74.17
SNI,21-01-2014,75.28
SNI,22-01-2014,75.68
SNI,23-01-2014,75.26
SNI,24-01-2014,73.61
SNI,27-01-2014,72.94
SNI,28-01-2014,73.57
SNI,29-01-2014,72.37
SNI,30-01-2014,73.46
SNI,31-01-2014,72.52
SNI,03-02-2014,71.89
SNI,04-02-2014,72.47
SNI,05-02-2014,72.99
SNI,06-02-2014,74.44
SNI,07-02-2014,76.3
SNI,10-02-2014,75.8
SNI,11-02-2014,76.78
SNI,12-02-2014,77.83
SNI,13-02-2014,77.44
SNI,14-02-2014,78.95
SNI,18-02-2014,78.77
SNI,19-02-2014,79.26
SNI,20-02-2014,80.02
SNI,21-02-2014,80.7
SNI,24-02-2014,81.07
SNI,25-02-2014,80.9
SNI,26-02-2014,80.79
SNI,27-02-2014,80.96
SNI,28-02-2014,81.24
SNI,03-03-2014,80.9
SNI,04-03-2014,81.31
SNI,05-03-2014,81.58
SNI,06-03-2014,81.81
SNI,07-03-2014,81.89
SNI,10-03-2014,80.98
SNI,11-03-2014,80.11
SNI,12-03-2014,79.71
SNI,13-03-2014,78.36
SNI,14-03-2014,78.74
SNI,17-03-2014,79.2
SNI,18-03-2014,79.7
SNI,19-03-2014,78.43
SNI,20-03-2014,77.22
SNI,21-03-2014,74.5
SNI,24-03-2014,75.09
SNI,25-03-2014,74.71
SNI,26-03-2014,73.91
SNI,27-03-2014,74.59
SNI,28-03-2014,75.73
SNI,31-03-2014,75.91
SNI,01-04-2014,77.66
SNI,02-04-2014,76.34
SNI,03-04-2014,75.94
SNI,04-04-2014,76.32
SNI,07-04-2014,74.73
SNI,08-04-2014,75.28
SNI,09-04-2014,75.8
SNI,10-04-2014,74.14
SNI,11-04-2014,73.46
SNI,14-04-2014,73.89
SNI,15-04-2014,73.1
SNI,16-04-2014,74.59
SNI,17-04-2014,74.39
SNI,21-04-2014,74.75
SNI,22-04-2014,74.86
SNI,23-04-2014,74.59
SNI,24-04-2014,75.05
SNI,25-04-2014,74.09
SNI,28-04-2014,74.27
SNI,29-04-2014,74.36
SNI,30-04-2014,75.07
SNI,01-05-2014,75.18
SNI,02-05-2014,75.46
SNI,05-05-2014,75.97
SNI,06-05-2014,74.6
SNI,07-05-2014,74.47
SNI,08-05-2014,76.72
SNI,09-05-2014,75.41
SNI,12-05-2014,75.55
SNI,13-05-2014,75.16
SNI,14-05-2014,73.97
SNI,15-05-2014,74.28
SNI,16-05-2014,75.16
SNI,19-05-2014,75.69
SNI,20-05-2014,74.02
SNI,21-05-2014,74.95
SNI,22-05-2014,75.71
SNI,23-05-2014,76.62
SNI,27-05-2014,76.81
SNI,28-05-2014,76.59
SNI,29-05-2014,76.49
SNI,30-05-2014,76.46
SNI,02-06-2014,76.78
SNI,03-06-2014,76.89
SNI,04-06-2014,76.2
SNI,05-06-2014,77.26
SNI,06-06-2014,77.99
SNI,09-06-2014,78.37
SNI,10-06-2014,77.87
SNI,11-06-2014,77.32
SNI,12-06-2014,77.06
SNI,13-06-2014,77.39
SNI,16-06-2014,78.2
SNI,17-06-2014,79.72
SNI,18-06-2014,80.7
SNI,19-06-2014,82.06
SNI,20-06-2014,82.04
SNI,23-06-2014,81.66
SNI,24-06-2014,80.38
SNI,25-06-2014,80.73
SNI,26-06-2014,80.84
SNI,27-06-2014,80.37
SNI,30-06-2014,81.14
SNI,01-07-2014,81.51
SNI,02-07-2014,81.19
SNI,03-07-2014,81.56
SNI,07-07-2014,80.88
SNI,08-07-2014,80.27
SNI,09-07-2014,80.85
SNI,10-07-2014,80.76
SNI,11-07-2014,81.55
SNI,14-07-2014,80.93
SNI,15-07-2014,80.89
SNI,16-07-2014,84.78
SNI,17-07-2014,85.55
SNI,18-07-2014,84.9
SNI,21-07-2014,83.61
SNI,22-07-2014,83.23
SNI,23-07-2014,83.1
SNI,24-07-2014,83.17
SNI,25-07-2014,83.65
SNI,28-07-2014,83.4
SNI,29-07-2014,82.81
SNI,30-07-2014,83.01
SNI,31-07-2014,82.41
SNI,01-08-2014,83.42
SNI,04-08-2014,83.42
SNI,05-08-2014,83.49
SNI,06-08-2014,82.08
SNI,07-08-2014,77.43
SNI,08-08-2014,78.18
SNI,11-08-2014,78.38
SNI,12-08-2014,78.23
SNI,13-08-2014,79.06
SNI,14-08-2014,79.61
SNI,15-08-2014,80.12
SNI,18-08-2014,80.98
SNI,19-08-2014,80.34
SNI,20-08-2014,81.5
SNI,21-08-2014,81.65
SNI,22-08-2014,81.46
SNI,25-08-2014,80.67
SNI,26-08-2014,80.71
SNI,27-08-2014,80.49
SNI,28-08-2014,80.11
SNI,29-08-2014,79.71
SNI,02-09-2014,80.02
SNI,03-09-2014,79.36
SNI,04-09-2014,79.35
SNI,05-09-2014,80.49
SNI,08-09-2014,79.69
SNI,09-09-2014,78.41
SNI,10-09-2014,78.63
SNI,11-09-2014,78.52
SNI,12-09-2014,78.34
SNI,15-09-2014,78.13
SNI,16-09-2014,78.1
SNI,17-09-2014,78.05
SNI,18-09-2014,78.23
SNI,19-09-2014,78.31
SNI,22-09-2014,77.64
SNI,23-09-2014,77.87
SNI,24-09-2014,78.08
SNI,25-09-2014,77.8
SNI,26-09-2014,78.1
SNI,29-09-2014,78.04
SNI,30-09-2014,78.09
SNI,01-10-2014,77.99
SNI,02-10-2014,78.01
SNI,03-10-2014,79.04
SNI,06-10-2014,78.24
SNI,07-10-2014,76.61
SNI,08-10-2014,77.4
SNI,09-10-2014,74.53
SNI,10-10-2014,73.66
SNI,13-10-2014,72.79
SNI,14-10-2014,74.88
SNI,15-10-2014,73.5
SNI,16-10-2014,71.61
SNI,17-10-2014,72.68
SNI,20-10-2014,73.66
SNI,21-10-2014,75.17
SNI,22-10-2014,74.32
SNI,23-10-2014,75.48
SNI,24-10-2014,76.18
SNI,27-10-2014,75.71
SNI,28-10-2014,76.4
SNI,29-10-2014,76.82
SNI,30-10-2014,73.5
SNI,31-10-2014,77.24
SNI,03-11-2014,77.81
SNI,04-11-2014,74.9
SNI,05-11-2014,74.59
SNI,06-11-2014,75.01
SNI,07-11-2014,75.19
SNI,10-11-2014,73.34
SNI,11-11-2014,73.49
SNI,12-11-2014,73.5
SNI,13-11-2014,73.5
SNI,14-11-2014,75.17
SNI,17-11-2014,75.01
SNI,18-11-2014,74.88
SNI,19-11-2014,75.49
SNI,20-11-2014,76.73
SNI,21-11-2014,76.21
SNI,24-11-2014,78.01
SNI,25-11-2014,77.94
SNI,26-11-2014,77.97
SNI,28-11-2014,78.17
SNI,01-12-2014,77.91
SNI,02-12-2014,78.97
SNI,03-12-2014,80.52
SNI,04-12-2014,79.87
SNI,05-12-2014,80.28
SNI,08-12-2014,78.31
SNI,09-12-2014,78.06
SNI,10-12-2014,77.61
SNI,11-12-2014,77.22
SNI,12-12-2014,76.59
SNI,15-12-2014,75.87
SNI,16-12-2014,76.25
SNI,17-12-2014,77.85
SNI,18-12-2014,78.84
SNI,19-12-2014,77.83
SNI,22-12-2014,77.17
SNI,23-12-2014,77.69
SNI,24-12-2014,78.54
SNI,26-12-2014,77.84
SNI,29-12-2014,77.37
SNI,30-12-2014,76.52
SNI,31-12-2014,75.27
SNI,02-01-2015,75.94
SNI,05-01-2015,74.23
SNI,06-01-2015,72.75
SNI,07-01-2015,72.48
SNI,08-01-2015,75.2
SNI,09-01-2015,74.93
SNI,12-01-2015,74.92
SNI,13-01-2015,75.45
SNI,14-01-2015,73.75
SNI,15-01-2015,72.93
SNI,16-01-2015,73.57
SNI,20-01-2015,71.74
SNI,21-01-2015,71.68
SNI,22-01-2015,73.01
SNI,23-01-2015,72.69
SNI,26-01-2015,73.49
SNI,27-01-2015,73.02
SNI,28-01-2015,71.76
SNI,29-01-2015,72.4
SNI,30-01-2015,71.09
SNI,02-02-2015,71.75
SNI,03-02-2015,73.6
SNI,04-02-2015,74.08
SNI,05-02-2015,71.69
